beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,18/20,1205798400,armando629,"UPDATED: FEB 19, 2009 Vintage 2007- 0,75l bottle. I have mercy again...Beautiful hazy reddish-brown body, delisicious beige head. It has the aroma of caramel, dried fruitsl, roasted malt and yes, some top-fermentation yeast.The flavour is sweet raisins and chocolate with nice spices, fine fruity things and the good balanced roasted taste of malt.Aftertaste of caramell and raisins. Thank you monks!	And thank you again for the vintage 2008:) Fine and delicious again..."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,8/10,18/20,1205798400,Ober,"Its a red/brown colored beer. It has a foamy beige head, which stays for a while. It has the aroma of sweet malt and some yeastiness. There are also some touches of fruit. The taste is from mild spices, a little bitterness. The alcohol isnt emphatic there. Still it has 9% vol. alc.. In the back some dark fruits, like raisins and a little chocolate. A very good complex beer."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,15/20,1205798400,gator2683,grand reserve bottle.  pours deep deep amber with a cream head.  smells of sweet dark fruit.  has a bit of a spicy alcohol kick midway through
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,9/10,18/20,1205625600,DUNGA,"Grand Reserve 2007 75CL Bottle. Drank in a Westvleteren glass, thick head, more complex than the regular Chimay Blue, much smoother and enjoyable... Absolutely no signs of bitterness, very sweet, candy sugar, caramel comes to mind. For me there is a big difference between the Grand Reserve and the regular Chimay which I tasted back to back both 2007 vintage..."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,17/20,1205280000,FleeVT,"A brown bottle (no date) into chimay goble.  Pours a deep cloudy mahogany with almost no light passing through. A thick, off-white head simmers to a nice lacey top. Mild sweet malts are most noticeable, with caramel, pear, and hints of cola coming out later.  The taste is smooth malty spiciness and a kick of alcohol, with no bitterness to speak of.  It has medium carbonation, medium body, and silky smooth texture.  A true sipper. And one of Belgiums finest."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,17/20,1205107200,rodenbach99,"750ml corked brown bottle.	 	drank in a chimay calisse		A:nice brown reddish colour, foams a lot but it dissapeared fast	S: nice spices aroma	T: nice candy sugar, lots of spices, nice roudness, multi-layers, complex beer	M: round, full body, long	D: perfect sipping beer,"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,8/10,17/20,1205020800,tkimbrought05,"Poured from a bottle into a Chimay chalice that came in the boxed set. Tall foamy head that lasted about thirty seconds; a little shorter than I expected. Tastes of raisins, and old bananas, with a little bit of an alcoholy aftertaste. Nothing too overwhelming. Paid around $5 for the bottle, would gladly pay again."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,3/5,7/10,15/20,1204934400,puggy211,"pours dark brown,nice frothy head.When pouring very yeasty nose,then dark friuts,light alachol aroma as well,smells good.High carbonation,medium to watery mouth feel.Light sweeet ness up front bitter finish.Quick dry finish.Good beer very drinkable."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,8/10,5/5,8/10,18/20,1204934400,allfreej,"Bottled 04/07. Dark brown pour, foamy tan head, good lace, somewhat cloudy. Nose is fruit, raisins, yeast, sweet malt, alcohol. Flavor is raisins, sweet malt, yeast, fruity, alcohol. Finish is moderately dry, but not too astringent, with a hint of alcohol. Mouthfeel is carbonated, smooth, and warm. Wonderful!"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,6/10,4/5,8/10,17/20,1204761600,GuinnessGal,I paid $11.99 for this bottle to celebrate a new job. Pours dark brown but reddish when in the light. Large beige head that shrinks to a thin layer. Good lacing. Really mild fruity aroma. Taste is surprisingly mild but strong at 9%.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,9/10,5/5,9/10,19/20,1204329600,jarndyce,"I am a fool for having waited so long to try this. I did not expect this to be so damn good. My takeaway from this is that this beer is special enough to truly turn a miserable day into a sublime evening. 		Large Bottle bought at Trader Joes. I had a bit of trouble removing the cork. I only had a pilsner glass on hand. I began to pour and noticed a medium rich pour which constructed a fabulous head. Thick chewy foam that held up in time. Did not expect such a nice head. This was medium brown, slightly nutty lemon aroma. Fantastic, rich taste. First to last sip was balanced and memorable. 		I paid $7.99 for this. Well worth it. I wish I could find it for $5 because Id keep about 5 of these in my fridge at all times. I just cant afford to drink this one other then for special times."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,8/10,4/5,9/10,16/20,1204329600,blklab2007,"UPDATED: MAY 4, 2008 bottle poured into the chimay trappist glass that came in the boxed set. color is a brown with loads of sediment floating around and a nice head on the pour taming back to a thin layer. aroma has spicy yeast, sweet caramel, malt, and some over ripe banana. mouth feel is medium with a very smooth texture. flavor has a great yeasty spice with malt to smooth it out, sweet but not sugary, fruit but in a mellow way. very easy to drink and a smooth concoction that is so easy to make disappear. absolutely love the glass."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,18/20,1204329600,Swalden28,"Very, Very nice beer......almost seemed ""Snobish"".....Poured a cloudy somewhat brownish color with nice head retention.....Aroma was nice....floral, dark grain smell.....Flavor was very interesting....slight alcohole spice that was well blended with a nice malty sensation and a slight yeasty fruity sensation.....Naturally carbonated.....nice mouth feel......Just a great beer all together......"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,9/10,16/20,1204329600,austone,"07 Bottling. Dark ryby brown, slowly vanishing beige head. Nose is sweet malty with warm spiciness and cooked, sweet roots? Without yeast, the flavor is bitingly bitter, dry and spicy with a hint of dark fruits. Pitching in the sediment smoothens the dryness and brings a more sweeter and fuller, a bit peppery finish. Even slight hop aroma too. Full bodied, small bubbled and foamy carbonation. Alcohol well hidden. 50-50% mix of this and the drier white one would be the perfect Chimay."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,18/20,1204243200,regularfricks,"A pricey, strong tasting beer that no beer-lover can live without trying. Best of the Chimay brews. Deep brown color with a very apparent alcoholic flavor. Sticks with your mouth, but not an bad after taste. Rich in many ways."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,6/10,4/5,8/10,18/20,1204156800,DandyWolfFloyd,"Chimay!!!  Its wonderful.  Anybody who knows what this is already knows its greatness.  Its powerful.  It tastes great.  Its Belgian.  This brew is somewhat floral in scent.  Its appearance is probaly its worst attribute, but its solid as rock there too, with its dark brown color.  Its flavor is notably alchoholic, but it also speaks malt, which I love.  Palate feel...very much lingers in a good way.  No nasty after taste.  Brilliant!!!  If your reading this stop.  Go buy a Chimay if you can afford it, thats the worst part.  Its a little pricey, but you dont need a lot to feel like a Belgian monk in full brewtasia!!!"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,9/10,4/5,10/10,18/20,1204070400,debianlinux,Very heady beer that flattens out and warms up quick. The taste is exceptional and the finish competes for your attention. Definitely the better of the chimay platoon.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,16/20,1204070400,northernbrews,"Had a mini quad tasting in April 07. Had this one after the Rochefort 10.		Picked up this 11.2oz bottle at Discount Drinks in Wyandotte.		Appearance: Pours a hazy brown color with a 1 finger tan head. The head fades quickly on this one. Slightly red around the edges. There is a little bit of lacing on my snifter. This looks very similar to the others, just not quite as nice.		Aroma: Starts with some dark fruits and a slight alcohol burn. This is followed roasted malts and more dark fruits, possibly cherry. The aroma is more pronounced as it warms, just like the others. Not as pronounced as the others.		Flavor: Starts sweet with some nice malt notes. There are hints of cherry and dark fruits. In the finish, there iswarming alcohol and some spicy hops. There is a nice malt background that balances all these flavors.		Palate: This starts creamy followed by the sweet dark fruits. These flavors hang for a short while. This is very smooth too. This doesnt seem like 9%, but after a few, you know it is. I could put back about 4 or so of these, but its best when comsumed slowly and enjoyed.		Overall. This finished last behind the Rochefort 10, Westy 12, and Abt 12. Another truely a world-class beer (as were the others) thats probably the most available of the four we had. The flavors and aroma are not as pronounced as the others, but its still damn good. Pick one or more up and see for yourself."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,8/10,18/20,1203984000,ogreface,"Nekem egy picit jobban zlik mint a Rouge,pedig az is nagyon ott van.Valamivel ersebb mint a ""kis testvre"" s egy fokkal gymlcssebb is."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,17/20,1203897600,HonkeyBra,"From bottle, into my Chimay Chalice. Dark brown, very little light passes through, with a big fluffy head. Aroma is startling with dark fruits and yeast. Taste is rich with noticeable alcohol. Wish I could afford to drink this every day."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,8/10,17/20,1203897600,BritAlesRule,"Compared the Blue with the Koningshoeven Quad the other night, and I must say they are two very different animals. The Koeningshoeven is more in your face with its caramel-candi-sugar nose, and the alcohol is slightly more prevalent, while the Chimay is a thing of subtlety and all about being Belgian with apple, pear, and white grapes dancing on your palate. That being said, I notice I still have identical scores all the way down the line. Hmm."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,6/10,3/5,7/10,15/20,1203897600,mrw1zard,"Not as dark as I had expected. Finishes warm down the throat with a very noticeable alcohol aftertaste. Much like drinking bourbon straight, without as much bite. Not quite my cup of tea, but not bad. Worth trying if you get the chance."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,9/10,17/20,1203811200,mgoy,Chimay Bleue is a very nice Trappist beer. I sampled this directly after tasting a Chimay Red and was very happy with the increase in both flavor and richness. A very nice dark brown color with an appealing head and sweet rich taste make this one of my favorite beers.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,8/10,16/20,1203552000,MrBunn,"Bottle.  Pours a leathery brown color with a big, beige head.  Aromas are fairly sweet and malty:  bread dough, dark fruit with a bit of yeast.  Flavor is sweet and fairly complex with undercurrents of raisins, dates, cloves and toffee malts.  Still, mouthfeel is characteristically thin, like the others from Chimay.  Alcohol is detectable and creates a little bit of a warmth as it is sipped.  Nice stuff, but maybe not as good as I expected."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,3/5,7/10,15/20,1203552000,leninthedesert,"Light, yeasty and crisp aroma.  Very dry on the palate - reminiscent of a dry champagne with yeasty undertones.  Some detectable fruit and malt flavor underscores the alcohol finish."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,8/10,3/5,6/10,15/20,1203465600,BigMilly8,"From bottle : Pours a dark brown, i can see only a little bit of light through this one.  Finger and a half, almost two fingers of big foamy white head, decent lacing.  Fruity nose, some bananas and raisins, with bread dough as well.  Taste is sweet, but lacks any real fruityness, or flavor for that matter.  It isnt bad, but im not getting anything really.  Light to medium body, with a smooth feel.  Aftertaste is nonexisting, and there really isnt any presents of alcohol.  Its not bad, but the flavor is lacking."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,9/10,17/20,1203465600,KateO,"From bottle: Pours a dark redish brown with an off-white thick head. Smells like bread and flowers. Very carbonated in the mouth. Tastes sweet, spicy and fruity. Feels light in the mouth and finishes clean. My first B.S.A. Yummy in my tummy!!!"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,9/10,17/20,1203379200,iride15,Dark amber pour with a good fizzy head.  I not usually a fan of fruity beers but this has a darker fruit feel with plenty of alcohol taste.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,7/10,4/5,8/10,17/20,1203379200,thill25,"750 ml bottle...Pours a deep brown w/ an nice, fizzy head. Aromas of dark fruits, yeast, and some malt. Good mixture of flavors including the aforementioned dark fruits, and sweet yeast, plus some alcohol and spice. very easy to drink even though it is 9%. A must have..."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,3/5,7/10,16/20,1203292800,padrefan98,Tap at San Diego brewery. Not as good as Duvel in my opinion. Flavors were mostly alcohol and some yeast.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,9/10,17/20,1203120000,sm89walt,"33cl bottle, 2007. Gorgeous off-white head sits atop a hazy, thick and dark brown beer. Very fruity aromas - of dark berries and perhaps banana - with yeasty tones. Its flavours are decidedly sweet and fruity with plenty of berries and apple - often toffee apple, actually -  undertones. A sweet finish contrasts with an ever so slight bitterness. Silky on the palate, caressing the tongue with its warmth and smoothness before gliding easily down the throat. An extremely tasty, full and warming Belgian ale."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,8/10,4/5,8/10,17/20,1202947200,btwhite7,"750 ml bottle. Dark amber color, thick fizzy head. Sweet almost fruity aroma. Tastes like it smells, hint of fruit and roses. The high alcohol is barely hinted at. Fizzy texture but very smooth. Great beer."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,6/10,4/5,6/10,15/20,1202860800,glaze0101,"Shared this bottle with some friends. Large head, good retention. Malty with a strong alcohol flavour at the end and aftertaste.  Warm with a slight sweetness.  Complex and no one flavour out-powers another."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,16/20,1202860800,Derek881,"UPDATED: AUG 25, 2010 I sampled this beer poured from the bottle into a trappist glass in a fast food type restaurant in Brussels.  It poured a dark red-brown color with a big, creamy, light tan head that had good retention and little cling.  The aroma was complex with dark fruits, raisins, some roasted malt, and earthy hops and yeasty tones.  The taste was a sour-bitter medley, with some fruity sweetness too, featuring a raisin flavor.  It had a thinner but still creamy body with moderate carbonation and a good mouthfeel, fairly dry. Definitely a quality beer, worthy of its reputation.  Re-rated after trying at home."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,9/10,16/20,1202688000,soccer290,"Fair bit of head (about half a fingers width), that stayed consistent throughout. Taste was not at all bitter, could taste a little bit of alcohol, but not overpowering. Kinda expensive, probably too expensive for how good it is, but it was overall a very tasty beer."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,3/5,8/10,15/20,1202688000,Oscbert,"UPDATED: MAR 9, 2008 ~Big airy, off white head. Thick brown cider like colour.	~Smells like spice, fruits, and malts.	~Flavor is fruity and spicy, cinnamon. Cant taste the alcohol content.	~Palate is very fizzy, similar to champagne. It sticks a little bit to the sides and the roof of my mouth. Warms my stomache. No bitterness	~ I had pretty high expectations for this beer since it received good ratings and is expenisive. I dont think its worth the high price."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,3/5,7/10,16/20,1202688000,dalekliz,"Dark reddish-brown with a very quickly dissipating head. Aroma of malt, dark fruit and spices. Taste is sharp, of malt, fruits, caramel. Quite tasty and drinkable, but not incredibly interesting."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,9/10,17/20,1202688000,fredandboboflo,"Bottle 750. Everything you want from a dark Belgian strong. Tons of fruit, some light but not dominant spices, of course Belgian yeast. Good deal of tingly carbonation towards the back of the throat. I cant say I focused as much as I should have for ratings purposes, but Ive had a good number of these in my (as yet brief) day, and it was heaven to return to it after a long layoff."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,9/10,4/5,9/10,18/20,1202515200,jmm1,"UPDATED: FEB 10, 2008 From 75cl 2007 bottle. Dark ruby clear body with a beige puffy head leaving a nice lacing. Plum, apple, fig, cinammon, clove in the nose with a subtle roastiness. In mouth it explodes with all the fruits and spicesl plus a port-like sweet finish, that is enhanced later by a nice roast aftertaste. Smooth and filling body, that doesnt try to hide its alcoholic content. Low-medium carbonation goes perfectly with the diversity of flavors without killing them. A wonderful beer, that I love to drink during good meals instead of wine."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,5/10,4/5,7/10,15/20,1202428800,eegster,Tried it for the first time. I typically do not drink beers this dark but I wasnt aware of this when I bought it. Head did not last long but tasted good and packed a punch.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,3/5,7/10,15/20,1202428800,Enjoyit,"Dark brown of color with a white head. An aroma of dark fruits, alkohol and spice. A flavor of fruit, alkohol, spice and dark fruits. IMO totally overrated! Cross tasted with St Bernardus Abt 12"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,5/5,8/10,18/20,1202342400,Bananamaniac,"Very good, one of my standard favourites and the only real belgian beer in my local ""Systembolag"". A real favourite of the cheaper beers avaible."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,9/10,4/5,9/10,18/20,1202256000,illidurit,"Poured into my Chimay goblet. Ruddy, cloudy, and yeasty. Very dark and opaque with a perfect tan head that leaves tons of lacing.		Entrancing aromas of dark fruits with a little peppery alcohol.		Flavor is rich and fruity, with tons of plum and fig. Burnt caramel, molasses, tobacco, and some nuttiness also appear.		Smooth on the palate, with the moderate carbonation slicing through the full body. Great beer."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,5/5,8/10,17/20,1202256000,MaliMisho,This beer had a fairly dark body with descent head.  The high alcohol content was very well covered up and I recommend this beer to everyone.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,7/10,3/5,7/10,16/20,1202169600,Marc,"Big bready nose with raisins, dates, a touch of fresh plum, and alcohol.  Sweet right up front with more dates, bread dough, raisin, dates, prunes, coco,  and other dark fruits.  Finishes fairly dryer then expected but with a fair presence of roasted grains, prunes, molasses, and milk chocolate."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,8/10,18/20,1202083200,swanmann,"The bottle poured hazy dark brown,about the color of the bottle, with dissipating off white head and good lacing. Sweet yeasty aroma, like honey, with some pungent notes of fermented roasted malts. The flavor is only mildly bitter,roasted, with balanced acidity, and spicy like corriander without losing that sweetness. The palate is full to medium with approachable complexity and the alcohol is not overwhelming. Delicious and admirable."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,8/10,4/5,9/10,11/20,1202083200,omitracker,"Head - Initial appearance, o Creamy	Head - Lacing, Excellent	Body, Full	Head - Longevity, Mostly lasting	Body - Clarity, Cloudy - hazy, murky, muddy	Finish - Duration, Long	Head - Color,  Off-white	Texture, Creamy"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,9/10,5/5,8/10,19/20,1201996800,bigbeersilove,"sweet and dark, the alcohol comes forth but is not bruising in its impact - the malt helps to hide much of the bite. mouth-feel is chewy, with a nice coating ability. very nice to drink, with a light fruit finish."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,9/10,4/5,9/10,17/20,1201996800,spud1987,"UPDATED: APR 24, 2008 Poured from a 750 ml to a trappist glass.  Slight off white head that goes away quickly with some head long lasting.  Good lacing on the glass.  Scent of dried fruits and toffee with some brown sugar.  Really its so complicated that every scent gives another aroma.  Taste of alcohol at first but it is well hidden with the complex flavors.  In fact, after a 750 ml, I just realized how well hidden this alcohol is.  A thicker texture but extremely thick.  Really almost the perfect beer."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,8/10,4/5,10/10,19/20,1201996800,jlochamy,I need to try this at home so I can rate it better.  I had it at a tavern and as far as tastes go I love this beer.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,9/10,17/20,1201910400,MBison,"Bottle 06 batch (330ml). Poured a extremely dark muddy brown with a good size creamy off-white head which lasted well. Aroma was mainly of caramelized dark fruits, such as; prunes, sweet plums, dates and cranberries. Taste was complex with plenty of sweet currents, dates, faint port-like notes, woody/earthy notes, mild (very) licorice and a touch of alcohol. Full bodied with soft carbonation, syrupy texture and a long, slightly warming finish."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,7/10,4/5,7/10,17/20,1201910400,Guinness4Duff,"Pours a dark brown with a white head, Has a sweet malty aroma with an alcohol presence.  Flavor is sweet and hides the alcohol well.  Very Good overalll."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,8/10,4/5,9/10,16/20,1201910400,toukopouko,"UPDATED: MAR 12, 2008 Bottle, 33cl. Pours deep reddish brown, with a thick, decreasing, but long lasting foam. A sweet aroma of fruits like plum, pear and maybe even apple, notes of yeast and spices. Starts off with a short sharp feel of alcohol, which almost tickles the tongue. Eases down to a full-bodied, lively mouthfeel. I can taste plum, pear, orange, spices and some yeast. In a nutshell: a balanced strong ale, this bottle was a bit too young to be fully enjoyed, but good nonetheless."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,17/20,1201824000,blutt59,"750 ml bottle poured into trappist glass, big malt carbonated flavors of dried fruit and hop finish, small head with some lacing, reddish amber color, alcohol is well hidden in this very nice ale"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,14/20,1201392000,gowdy,"Bottle at home. hay, brown, cloudy, aminimal head, lightly bitter, medium body, average carbonation,"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,7/10,5/5,9/10,17/20,1201392000,RedSox2004,"UPDATED: JAN 16, 2009 11.2 ounce bottle poured into a Chimay chalice. Dark brown with a very thick head that left a layer of foam throughout.	Aroma of cherries and plums, but neither is very strong. Flavor is consistent with the aroma, but stronger, with a sense of alcohol that makes this a great tasting drink. Medium to full body with very lively carbonation. Truly a great beer, one that will make me fabricate ""special occasions"" to have another."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,8/10,5/5,8/10,18/20,1201305600,RomanW70,"UPDATED: FEB 16, 2008 Wonderful floral aroma.  Great balance of aromatic hops and rosted malt.  Subtle combination of flavors.  Clean smooth finish.  Beautiful, subtle, complex beer.  A nice change of pace from the hit you over the head with malt and hops American RISs and IPAs"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,9/10,4/5,9/10,18/20,1201305600,rds,"UPDATED: AUG 31, 2008 This is the one for me.  A great amalgamation of flavor, aroma, creaminess, complexity, cloudy rusted metal suspended particles, good alcohol.  This is the brew to have have if you can have only one."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,7/10,16/20,1201305600,BEERGUY007,"dark in color with a reddish hue to it. Got it at Mahars. White head some lace. Smells fruity, darker fruits like raisins. Real nice beer, nice and smooth, if you can find it, try it."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,7/10,16/20,1201305600,Cruzan59,"750ML single (as a Christmas gift!)...pours dark brown with some red tint around the edges of the glass, off-white head...complex aroma, brown sugar, spice, small dark fruits - cherries, red grapes, prune...flavor of malts, spice (clove?), dark fruits, touch of black licorice...quite carbonated at first but the flavor became better and more pronounced and the alcohol more apparent as it warmed and carbonation dulled."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,9/10,5/5,10/10,19/20,1201132800,Acarotibia,0.75L.	Strong malt aroma with burnt wood notes.	Dark brown colour with dark white head.	Hard bitter chocolate flavor with malt and bitter fruits notes in palate.	One of the best beers I have tasted.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,7/10,3/5,6/10,12/20,1201046400,tomer,"0.33L bottle.Small dense head, brown colour, a bit murky, light yeasty nose with some scent of almonds. Taste of dark chocolate and some dried friuts that is quickly overpowered by a strong presence of alcohol, aftertaste is  sweet and buttery. Overall, a big dissapointment."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,16/20,1200960000,lucke13,"A very good beer.  Nice malty aroma, with some alcohol.  The mouthfeel is great.  My favorite Chimay beer is the Red, but this is a very close second."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,5/5,10/10,18/20,1200960000,wrecked,"750 ml bottle.  Aroma is roasted malt, spices, caramel, fruit and a fine balance of alcohol. Great thick body with the expected high carbonation levels. the flavor is wonderfully rich, lots of floral an spce flavors well grounded in the rich malt. finishes very clean. A great beer."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,17/20,1200960000,stef7321,"A fantastic beer. I prefered this slightly over the Red mainly because of the finish. Due to the higher alcohol content, I was expecting more of a bit in the finish but it never came. Wonderful flavous of brown sugar and plum, with woody overtones. Cinq Cents is my favorite Chimay, but this is a close runner-up when in the mood for something darker."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,9/10,3/5,8/10,18/20,1200873600,CheersBabe,Very bold at the start. Then (this bottle anyways) leaves rather glassy. I will not hold the beer responsible though; this beer had dust and was sitting in the back corner of the shelf where I bought it. Great appearance and smell. I just wish I could taste this when it is a bit younger.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,7/10,4/5,8/10,15/20,1200787200,mvcramer,"Often times this is someones first ""true"" Belgian and its a great way to start.  Not much to say that hasnt already been detailed in here.  Gorgeous deep-brown pour with minimal head.  Aroma is not overpowering - slight sweet malt aroma.  It dances across the palate a bit, with some of the same malty sweetness and minimal bitterness.  Always a good reliable Belgian."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,5/5,9/10,17/20,1200787200,ako,"UPDATED: MAR 20, 2008 Dark brown red, murky. Very faint aroma of hops turns into a complex combination of malt and fruit. Malty, sweet touch in your mouth. Stingy finish that seems to linger forever. One of the very best. Now to age a few bottles for, say, five years and see how it develops..."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,2/5,4/10,1/5,1/10,1/20,1200700800,SECSpeed,"This beer has a big build up and then lets you down, just like the Big 10 in National Championship games."
